n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,wait_time
893,KLUF,LUKE AFB,000000214892,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-11-03 16:17:00,2021-11-03 16:32:00,2021-11-03 16:45:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-11-03,2021-11-03 16:17:00,2021-11-03 16:17:00,null,1,null,3,J56,2021-11-03 16:17:00,GIE Demand,false,0.010416667
894,KLUF,LUKE AFB,000000118975,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-09 20:45:00,2019-09-09 20:56:00,2019-09-09 22:16:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-09,2019-09-09 20:45:00,2019-09-09 20:45:00,null,1,null,3,J56,2019-09-09 20:45:00,GIE Demand,false,0.007638889
895,KLUF,LUKE AFB,000000106440,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-05-22 19:52:00,2019-05-22 20:00:00,2019-05-22 20:04:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-05-22,2019-05-22 19:52:00,2019-05-22 19:52:00,null,1,null,3,J56,2019-05-22 19:52:00,GIE Demand,false,0.0055555557
896,KLUF,LUKE AFB,000000183313,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-02-18 14:46:00,2021-02-18 14:54:00,2021-02-18 14:57:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-02-18,2021-02-18 14:46:00,2021-02-18 14:46:00,null,1,null,3,J56,2021-02-18 14:46:00,GIE Demand,false,0.0055555557
897,KLUF,LUKE AFB,000000228480,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-02-22 15:45:00,2022-02-22 16:02:00,2022-02-22 16:03:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-02-22,2022-02-22 15:45:00,2022-02-22 15:45:00,null,1,null,3,J56,2022-02-22 15:45:00,GIE Demand,false,0.011805556
898,KLUF,LUKE AFB,000000156971,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-21 14:53:00,2020-07-21 15:12:00,2020-07-21 15:15:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-21,2020-07-21 14:53:00,2020-07-21 14:53:00,null,1,null,3,J56,2020-07-21 14:53:00,GIE Demand,false,0.013194445
899,KLUF,LUKE AFB,000000225594,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-02-01 14:22:00,2022-02-01 14:36:00,2022-02-01 14:37:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-02-01,2022-02-01 14:22:00,2022-02-01 14:22:00,null,1,null,3,J56,2022-02-01 14:22:00,GIE Demand,false,0.009722223
900,KLUF,LUKE AFB,000000179588,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-01-21 12:33:00,2021-01-21 12:53:00,2021-01-21 12:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-01-21,2021-01-21 12:33:00,2021-01-21 12:33:00,null,1,null,3,J56,2021-01-21 12:33:00,GIE Demand,false,0.013888889
1001,KLUF,LUKE AFB,000000145397,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-04-23 15:04:00,2020-04-23 15:12:00,2020-04-23 15:14:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-04-23,2020-04-23 15:04:00,2020-04-23 15:04:00,null,1,null,3,J56,2020-04-23 15:04:00,GIE Demand,false,0.0055555557
1002,KLUF,LUKE AFB,000000067202,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-05-15 01:36:00,2018-05-15 01:52:00,2018-05-15 01:56:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-05-15,2018-05-15 01:36:00,2018-05-15 01:36:00,null,1,null,2,J56,2018-05-15 01:36:00,GIE Demand,false,0.011111111
1003,KLUF,LUKE AFB,000000169195,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-15 21:18:00,2020-10-15 21:26:00,2020-10-15 21:40:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-15,2020-10-15 21:18:00,2020-10-15 21:18:00,null,1,null,3,J56,2020-10-15 21:18:00,GIE Demand,false,0.0055555557
1004,KLUF,LUKE AFB,000000232107,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-23 13:39:00,2022-03-23 13:47:00,2022-03-23 13:57:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-23,2022-03-23 13:39:00,2022-03-23 13:39:00,null,1,null,3,J56,2022-03-23 13:39:00,GIE Demand,false,0.0055555557
1005,KLUF,LUKE AFB,000000149874,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-05-28 15:40:00,2020-05-28 16:00:00,2020-05-28 18:27:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-05-28,2020-05-28 15:40:00,2020-05-28 15:40:00,null,1,null,3,J56,2020-05-28 15:40:00,GIE Demand,false,0.013888889
1006,KLUF,LUKE AFB,000000151343,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-05 18:37:00,2020-06-05 18:45:00,2020-06-05 18:48:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-05,2020-06-05 18:37:00,2020-06-05 18:37:00,null,1,null,3,J56,2020-06-05 18:37:00,GIE Demand,false,0.0055555557
1007,KLUF,LUKE AFB,000000169193,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-15 21:16:00,2020-10-15 21:26:00,2020-10-15 21:42:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-15,2020-10-15 21:16:00,2020-10-15 21:16:00,null,1,null,3,J56,2020-10-15 21:16:00,GIE Demand,false,0.0069444445
1008,KLUF,LUKE AFB,000000240612,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-24 13:49:00,2022-05-24 13:57:00,2022-05-24 14:05:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-24,2022-05-24 13:49:00,2022-05-24 13:49:00,null,1,null,3,J56,2022-05-24 13:49:00,GIE Demand,false,0.0055555557
1009,KLUF,LUKE AFB,000000230092,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-07 21:01:00,2022-03-07 21:22:00,2022-03-07 21:23:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-07,2022-03-07 21:01:00,2022-03-07 21:01:00,null,1,null,3,J56,2022-03-07 21:01:00,GIE Demand,false,0.014583333
1010,KLUF,LUKE AFB,000000170057,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-22 14:50:00,2020-10-22 15:00:00,2020-10-22 15:03:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-22,2020-10-22 14:50:00,2020-10-22 14:50:00,null,1,null,3,J56,2020-10-22 14:50:00,GIE Demand,false,0.0069444445
1011,KLUF,LUKE AFB,000000128253,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-11-21 15:22:00,2019-11-21 15:37:00,2019-11-21 15:39:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-11-21,2019-11-21 15:23:00,2019-11-21 15:23:00,null,1,null,3,J56,2019-11-21 15:22:00,GIE Demand,false,0.010416667
1012,KLUF,LUKE AFB,000000218551,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-11-29 14:18:00,2021-11-29 14:32:00,2021-11-29 14:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-11-29,2021-11-29 14:18:00,2021-11-29 14:18:00,null,1,null,3,J56,2021-11-29 14:18:00,GIE Demand,false,0.009722223
1013,KLUF,LUKE AFB,000000170058,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-22 14:50:00,2020-10-22 15:00:00,2020-10-22 15:03:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-22,2020-10-22 14:50:00,2020-10-22 14:50:00,null,1,null,3,J56,2020-10-22 14:50:00,GIE Demand,false,0.0069444445
1014,KLUF,LUKE AFB,000000156383,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-16 17:36:00,2020-07-16 17:44:00,2020-07-16 17:49:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-16,2020-07-16 17:36:00,2020-07-16 17:36:00,null,1,null,3,J56,2020-07-16 17:36:00,GIE Demand,false,0.0055555557
1015,KLUF,LUKE AFB,000000214637,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-11-02 14:14:00,2021-11-02 14:22:00,2021-11-02 14:26:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-11-02,2021-11-02 14:14:00,2021-11-02 14:15:00,null,1,null,3,J56,2021-11-02 14:14:00,GIE Demand,false,0.0055555557
1016,KLUF,LUKE AFB,000000187522,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-03-24 14:30:00,2021-03-24 14:47:00,2021-03-24 14:48:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-03-24,2021-03-24 14:30:00,2021-03-24 14:30:00,null,1,null,3,J56,2021-03-24 14:30:00,GIE Demand,false,0.011805556
1017,KLUF,LUKE AFB,000000137383,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-20 17:09:00,2020-02-20 17:18:00,2020-02-20 17:22:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-20,2020-02-20 17:09:00,2020-02-20 17:09:00,null,1,null,3,J56,2020-02-20 17:09:00,GIE Demand,false,0.00625
1018,KLUF,LUKE AFB,000000274270,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-02-03 00:23:00,2023-02-03 00:38:00,2023-02-03 00:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-02-03,2023-02-03 00:23:00,2023-02-03 00:24:00,null,1,null,3,J56,2023-02-03 00:23:00,GIE Demand,false,0.010416667
1019,KLUF,LUKE AFB,000000129362,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-12-05 15:28:00,2019-12-05 15:36:00,2019-12-05 15:40:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-12-05,2019-12-05 15:28:00,2019-12-05 15:28:00,null,1,null,3,J56,2019-12-05 15:28:00,GIE Demand,false,0.0055555557
1020,KLUF,LUKE AFB,000000163880,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-09-09 15:40:00,2020-09-09 15:51:00,2020-09-09 15:56:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-09-09,2020-09-09 15:40:00,2020-09-09 15:40:00,null,1,null,3,J56,2020-09-09 15:40:00,GIE Demand,false,0.007638889
1021,KLUF,LUKE AFB,000000212132,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-10-14 14:01:00,2021-10-14 14:11:00,2021-10-14 14:15:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-10-14,2021-10-14 14:01:00,2021-10-14 14:01:00,null,1,null,3,J56,2021-10-14 14:01:00,GIE Demand,false,0.0069444445
1022,KLUF,LUKE AFB,000000099184,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-03-21 11:06:00,2019-03-21 11:25:00,2019-03-21 11:38:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-03-21,2019-03-21 11:06:00,2019-03-21 11:06:00,null,1,null,3,J56,2019-03-21 11:06:00,GIE Demand,false,0.013194445
1023,KLUF,LUKE AFB,000000202577,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-07-30 19:30:00,2021-07-30 19:40:00,2021-07-30 23:22:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-07-30,2021-07-30 19:30:00,2021-07-30 19:30:00,null,1,null,2,J56,2021-07-30 19:30:00,GIE Demand,false,0.0069444445
1024,KLUF,LUKE AFB,000000230648,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-10 13:48:00,2022-03-10 14:00:00,2022-03-10 14:02:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-10,2022-03-10 13:48:00,2022-03-10 13:48:00,null,1,null,3,J56,2022-03-10 13:48:00,GIE Demand,false,0.008333334
1025,KLUF,LUKE AFB,000000081539,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-10-12 18:29:00,2018-10-12 18:38:00,2018-10-12 18:40:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-10-12,2018-10-12 18:29:00,2018-10-12 18:29:00,null,1,null,3,J56,2018-10-12 18:29:00,GIE Demand,false,0.00625
1026,KLUF,LUKE AFB,000000064648,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-04-11 21:55:00,2018-04-11 22:14:00,2019-01-15 21:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-04-11,2018-04-11 21:55:00,2018-04-11 21:55:00,null,1,null,3,J56,2018-04-11 21:55:00,GIE Demand,false,0.013194445
1027,KLUF,LUKE AFB,000000239445,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-13 13:42:00,2022-05-13 13:56:00,2022-05-13 13:59:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-13,2022-05-13 13:42:00,2022-05-13 13:42:00,null,1,null,3,J56,2022-05-13 13:42:00,GIE Demand,false,0.009722223
1028,KLUF,LUKE AFB,000000165259,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-09-16 14:34:00,2020-09-16 14:45:00,2020-09-16 14:48:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-09-16,2020-09-16 14:34:00,2020-09-16 14:34:00,null,1,null,3,J56,2020-09-16 14:34:00,GIE Demand,false,0.007638889
1029,KLUF,LUKE AFB,000000183609,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-02-19 20:22:00,2021-02-19 20:35:00,2021-02-19 20:37:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-02-19,2021-02-19 20:22:00,2021-02-19 20:22:00,null,1,null,3,J56,2021-02-19 20:22:00,GIE Demand,false,0.009027778
1030,KLUF,LUKE AFB,000000089984,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-01-07 10:59:00,2019-01-07 11:08:00,2019-01-07 11:10:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-01-07,2019-01-07 10:59:00,2019-01-07 10:59:00,null,1,null,3,J56,2019-01-07 10:59:00,GIE Demand,false,0.00625
1031,KLUF,LUKE AFB,000000273347,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-01-27 17:17:00,2023-01-27 17:25:00,2023-01-27 17:28:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-01-27,2023-01-27 17:17:00,2023-01-27 17:17:00,null,1,null,3,J56,2023-01-27 17:17:00,GIE Demand,false,0.0055555557
1032,KLUF,LUKE AFB,000000100783,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-05 11:54:00,2019-04-05 12:03:00,2019-04-05 12:05:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-05,2019-04-05 11:54:00,2019-04-05 11:55:00,null,1,null,3,J56,2019-04-05 11:54:00,GIE Demand,false,0.00625
1033,KLUF,LUKE AFB,000000123109,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-10-11 12:21:00,2019-10-11 12:33:00,2019-10-11 12:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-10-11,2019-10-11 12:21:00,2019-10-11 12:21:00,null,1,null,3,J56,2019-10-11 12:21:00,GIE Demand,false,0.008333334
1034,KLUF,LUKE AFB,000000163620,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-09-08 14:25:00,2020-09-08 14:41:00,2020-09-08 14:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-09-08,2020-09-08 14:25:00,2020-09-08 14:25:00,null,1,null,3,J56,2020-09-08 14:25:00,GIE Demand,false,0.011111111
1035,KLUF,LUKE AFB,000000191422,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-04-22 14:07:00,2021-04-22 14:18:00,2021-04-22 14:25:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-04-22,2021-04-22 14:07:00,2021-04-22 14:07:00,null,1,null,3,J56,2021-04-22 14:07:00,GIE Demand,false,0.007638889
1036,KLUF,LUKE AFB,000000021608,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2016-07-27 14:14:00,2016-07-27 14:23:00,2016-07-27 14:45:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2016-07-27,2016-07-27 14:14:00,2016-07-27 14:14:00,null,1,null,3,J56,2016-07-27 14:14:00,GIE Demand,false,0.00625
1037,KLUF,LUKE AFB,000000037469,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-04-20 22:25:00,2017-04-20 22:35:00,2017-04-20 22:42:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-04-20,2017-04-20 22:25:00,2017-04-20 22:25:00,null,1,null,3,J56,2017-04-20 22:25:00,GIE Demand,false,0.0069444445
1038,KLUF,LUKE AFB,000000136193,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-11 13:18:00,2020-02-11 13:27:00,2020-02-11 13:32:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-11,2020-02-11 13:18:00,2020-02-11 13:18:00,null,1,null,3,J56,2020-02-11 13:18:00,GIE Demand,false,0.00625
1039,KLUF,LUKE AFB,000000171347,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-30 15:57:00,2020-10-30 16:07:00,2020-10-30 16:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-30,2020-10-30 15:57:00,2020-10-30 15:57:00,null,1,null,3,J56,2020-10-30 15:57:00,GIE Demand,false,0.0069444445
1040,KLUF,LUKE AFB,000000193204,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-05-06 01:41:00,2021-05-06 01:57:00,2021-05-06 02:02:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-05-06,2021-05-06 01:41:00,2021-05-06 01:41:00,null,1,null,3,J56,2021-05-06 01:41:00,GIE Demand,false,0.011111111
1041,KLUF,LUKE AFB,000000073093,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-07-25 16:35:00,2018-07-25 16:53:00,2018-07-25 17:49:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-07-25,2018-07-25 16:35:00,2018-07-25 16:35:00,null,1,null,3,J56,2018-07-25 16:35:00,GIE Demand,false,0.0125
1042,KLUF,LUKE AFB,000000145047,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-04-21 15:32:00,2020-04-21 15:42:00,2020-04-21 15:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-04-21,2020-04-21 15:32:00,2020-04-21 15:32:00,null,1,null,3,J56,2020-04-21 15:32:00,GIE Demand,false,0.0069444445
1043,KLUF,LUKE AFB,000000119475,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-12 13:28:00,2019-09-12 13:39:00,2019-09-12 15:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-12,2019-09-12 13:28:00,2019-09-12 13:28:00,null,1,null,3,J56,2019-09-12 13:28:00,GIE Demand,false,0.007638889
1044,KLUF,LUKE AFB,000000248393,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-07-21 14:49:00,2022-07-21 14:59:00,2022-07-21 16:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-07-21,2022-07-21 14:49:00,2022-07-21 14:50:00,null,1,null,3,J56,2022-07-21 14:49:00,GIE Demand,false,0.0069444445
1045,KLUF,LUKE AFB,000000134876,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-01-31 17:11:00,2020-01-31 17:26:00,2020-01-31 17:29:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-01-31,2020-01-31 17:11:00,2020-01-31 17:11:00,null,1,null,3,J56,2020-01-31 17:11:00,GIE Demand,false,0.010416667
1046,KLUF,LUKE AFB,000000193201,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-05-06 01:39:00,2021-05-06 01:57:00,2021-05-06 02:02:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-05-06,2021-05-06 01:39:00,2021-05-06 01:40:00,null,1,null,3,J56,2021-05-06 01:39:00,GIE Demand,false,0.0125
1047,KLUF,LUKE AFB,000000100298,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-02 11:55:00,2019-04-02 12:10:00,2019-04-02 12:42:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-02,2019-04-02 11:55:00,2019-04-02 11:56:00,null,1,null,3,J56,2019-04-02 11:55:00,GIE Demand,false,0.010416667
1048,KLUF,LUKE AFB,000000223920,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-01-18 13:35:00,2022-01-18 13:51:00,2022-01-18 13:52:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-01-18,2022-01-18 13:35:00,2022-01-18 13:35:00,null,1,null,3,J56,2022-01-18 13:35:00,GIE Demand,false,0.011111111
1049,KLUF,LUKE AFB,000000040582,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-06-08 18:58:00,2017-06-08 19:18:00,2017-06-08 19:23:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-06-08,2017-06-08 18:58:00,2017-06-08 18:58:00,null,1,null,3,J56,2017-06-08 18:58:00,GIE Demand,false,0.013888889
1050,KLUF,LUKE AFB,000000102411,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-18 11:30:00,2019-04-18 11:46:00,2019-04-18 12:10:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-18,2019-04-18 11:30:00,2019-04-18 11:30:00,null,1,null,3,J56,2019-04-18 11:30:00,GIE Demand,false,0.011111111
