n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,target
191691,S044,NEVATIM AIR BASE,30763,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,11/15/2021 14:46,11/15/2021 15:11,11/16/2021 12:21,SO,IPTC,null,null,null,null,Consumable,0.02,OConUS,PAOZZN,11/15/2021,11/15/2021 14:46,11/15/2021 14:46,null,1,null,2,J85,11/15/2021 14:46,GIE Demand,FALSE,0.017361112
191692,S044,NEVATIM AIR BASE,25954,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,5/10/2021 11:54,5/10/2021 12:02,6/17/2021 7:33,SO,I116,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,5/10/2021,5/10/2021 11:54,5/10/2021 11:54,null,1,null,2,J85,5/10/2021 11:54,GIE Demand,FALSE,0.005555556
191693,KNLC,NAS LEMOORE,71588,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,6/7/2022 15:08,6/7/2022 15:12,6/7/2022 15:14,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,6/7/2022,6/7/2022 15:08,6/7/2022 15:08,null,1,null,2,J85,6/7/2022 15:08,GIE Demand,FALSE,0.002777778
191694,KNLC,NAS LEMOORE,75780,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,8/16/2022 19:02,8/16/2022 19:05,8/16/2022 19:08,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,8/16/2022,8/16/2022 19:02,8/16/2022 19:02,null,1,null,2,J85,8/16/2022 19:02,GIE Demand,FALSE,0.002083333
191695,KNBC,MCAS BEAUFORT,90351,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,8/10/2020 17:55,8/10/2020 18:16,8/10/2020 18:46,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,8/10/2020,8/10/2020 17:55,8/10/2020 17:55,null,1,null,2,J85,8/10/2020 17:55,GIE Demand,FALSE,0.014583333
191696,YWLM,RAAF WILLIAMTOWN,18559,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2/17/2021 11:37,2/17/2021 21:59,2/17/2021 23:15,SO,3SQN,null,null,null,null,Consumable,0.43,OConUS,PAOZZN,2/17/2021,2/17/2021 11:37,2/17/2021 11:37,null,1,null,2,J85,2/17/2021 11:37,GIE Demand,FALSE,0.43194443
191697,EGYM,RAF MARHAM,54407,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,1/23/2023 12:50,1/23/2023 13:05,1/23/2023 13:55,SO,MRM,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,1/23/2023,1/23/2023 12:50,1/23/2023 12:50,null,1,null,2,J85,1/23/2023 12:50,GIE Demand,FALSE,0.010416667
191698,KNLC,NAS LEMOORE,60100,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,10/19/2021 19:10,10/19/2021 19:15,10/19/2021 19:17,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,10/19/2021,10/19/2021 19:10,10/19/2021 19:10,null,1,null,2,J85,10/19/2021 19:10,GIE Demand,FALSE,0.003472222
191699,KNBC,MCAS BEAUFORT,20315,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,7/7/2016 2:47,7/7/2016 6:32,7/7/2016 8:31,SO,FE3,null,null,null,null,Consumable,0.16,ConUS,PAOZZN,7/7/2016,7/7/2016 2:47,7/7/2016 2:47,null,1,null,2,J85,7/7/2016 2:47,GIE Demand,FALSE,0.15625
191700,KNBC,MCAS BEAUFORT,101507,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2/1/2021 20:44,2/1/2021 20:53,2/1/2021 20:57,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2/1/2021,2/1/2021 20:44,2/1/2021 20:44,null,1,null,2,J85,2/1/2021 20:44,GIE Demand,FALSE,0.00625
191701,KNLC,NAS LEMOORE,57284,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,8/19/2021 16:16,8/19/2021 16:22,8/19/2021 16:26,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,8/19/2021,8/19/2021 16:16,8/19/2021 16:16,null,1,null,2,J85,8/19/2021 16:16,GIE Demand,FALSE,0.004166667
191702,KNLC,NAS LEMOORE,84165,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,1/20/2023 18:37,1/20/2023 18:45,1/20/2023 19:17,SO,LPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,1/20/2023,1/20/2023 18:37,1/20/2023 18:37,null,1,null,2,J85,1/20/2023 18:37,GIE Demand,FALSE,0.005555556
661,KLUF,LUKE AFB,137914,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/25/2020 17:50,2/25/2020 18:05,2/25/2020 18:09,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/25/2020,2/25/2020 17:50,2/25/2020 17:50,null,1,null,3,J56,2/25/2020 17:50,GIE Demand,FALSE,0.010416667
662,KLUF,LUKE AFB,137382,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/20/2020 17:08,2/20/2020 17:18,2/20/2020 17:22,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/20/2020,2/20/2020 17:08,2/20/2020 17:08,null,1,null,3,J56,2/20/2020 17:08,GIE Demand,FALSE,0.006944445
663,KLUF,LUKE AFB,235091,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/13/2022 13:31,4/13/2022 13:40,4/13/2022 13:43,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/13/2022,4/13/2022 13:31,4/13/2022 13:31,null,1,null,3,J56,4/13/2022 13:31,GIE Demand,FALSE,0.00625
664,KLUF,LUKE AFB,268694,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/14/2022 13:30,12/14/2022 13:44,12/14/2022 13:56,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/14/2022,12/14/2022 13:30,12/14/2022 13:30,null,1,null,3,J56,12/14/2022 13:30,GIE Demand,FALSE,0.009722223
665,KLUF,LUKE AFB,172100,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/5/2020 16:31,11/5/2020 16:43,11/5/2020 19:49,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/5/2020,11/5/2020 16:31,11/5/2020 16:31,null,1,null,3,J56,11/5/2020 16:31,GIE Demand,FALSE,0.008333334
666,KLUF,LUKE AFB,150725,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/2/2020 23:08,6/2/2020 23:23,6/2/2020 23:30,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/2/2020,6/2/2020 23:08,6/2/2020 23:08,null,1,null,3,J56,6/2/2020 23:08,GIE Demand,FALSE,0.010416667
667,KLUF,LUKE AFB,170063,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/22/2020 14:53,10/22/2020 15:01,10/22/2020 15:03,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/22/2020,10/22/2020 14:53,10/22/2020 14:53,null,1,null,3,J56,10/22/2020 14:53,GIE Demand,FALSE,0.005555556
668,KLUF,LUKE AFB,172101,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/5/2020 16:31,11/5/2020 16:43,11/9/2020 15:12,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/5/2020,11/5/2020 16:31,11/5/2020 16:31,null,1,null,3,J56,11/5/2020 16:31,GIE Demand,FALSE,0.008333334
669,KLUF,LUKE AFB,115033,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/6/2019 17:56,8/6/2019 18:05,8/6/2019 18:08,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/6/2019,8/6/2019 17:56,8/6/2019 17:56,null,1,null,3,J56,8/6/2019 17:56,GIE Demand,FALSE,0.00625
670,KLUF,LUKE AFB,244737,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/27/2022 13:47,6/27/2022 13:56,6/27/2022 14:02,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/27/2022,6/27/2022 13:47,6/27/2022 13:47,null,1,null,3,J56,6/27/2022 13:47,GIE Demand,FALSE,0.00625
671,KLUF,LUKE AFB,201962,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/27/2021 23:43,7/27/2021 23:52,7/27/2021 23:54,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/27/2021,7/27/2021 23:43,7/27/2021 23:43,null,1,null,3,J56,7/27/2021 23:43,GIE Demand,FALSE,0.00625
672,KLUF,LUKE AFB,209335,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/21/2021 21:51,9/21/2021 22:03,9/21/2021 22:06,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/21/2021,9/21/2021 21:51,9/21/2021 21:51,null,1,null,3,J56,9/21/2021 21:51,GIE Demand,FALSE,0.008333334
673,KLUF,LUKE AFB,217413,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/18/2021 15:22,11/18/2021 15:35,11/18/2021 15:38,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/18/2021,11/18/2021 15:22,11/18/2021 15:22,null,1,null,2,J56,11/18/2021 15:22,GIE Demand,FALSE,0.009027778
674,KLUF,LUKE AFB,214901,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/3/2021 16:21,11/3/2021 16:32,11/3/2021 16:45,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/3/2021,11/3/2021 16:21,11/3/2021 16:21,null,1,null,3,J56,11/3/2021 16:21,GIE Demand,FALSE,0.007638889
675,KLUF,LUKE AFB,152241,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/11/2020 15:55,6/11/2020 16:03,6/11/2020 16:07,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/11/2020,6/11/2020 15:55,6/11/2020 15:55,null,1,null,3,J56,6/11/2020 15:55,GIE Demand,FALSE,0.005555556
676,KLUF,LUKE AFB,123541,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/16/2019 17:01,10/16/2019 17:19,10/16/2019 17:33,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/16/2019,10/16/2019 17:01,10/16/2019 17:01,null,1,null,3,J56,10/16/2019 17:01,GIE Demand,FALSE,0.0125
677,KLUF,LUKE AFB,125534,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/29/2019 16:42,10/29/2019 16:58,10/29/2019 17:49,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/29/2019,10/29/2019 16:42,10/29/2019 16:42,null,1,null,3,J56,10/29/2019 16:42,GIE Demand,FALSE,0.011111111
678,KLUF,LUKE AFB,176039,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/14/2020 21:07,12/14/2020 21:15,12/14/2020 21:17,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/14/2020,12/14/2020 21:07,12/14/2020 21:07,null,1,null,2,J56,12/14/2020 21:07,GIE Demand,FALSE,0.005555556
679,KLUF,LUKE AFB,126745,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/6/2019 16:58,11/6/2019 17:08,11/6/2019 17:56,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/6/2019,11/6/2019 16:58,11/6/2019 16:58,null,1,null,3,J56,11/6/2019 16:58,GIE Demand,FALSE,0.006944445
680,KLUF,LUKE AFB,175143,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/7/2020 18:18,12/7/2020 18:27,12/7/2020 18:29,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/7/2020,12/7/2020 18:18,12/7/2020 18:18,null,1,null,2,J56,12/7/2020 18:18,GIE Demand,FALSE,0.00625
681,KLUF,LUKE AFB,202589,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/30/2021 19:32,7/30/2021 19:40,7/30/2021 23:21,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/30/2021,7/30/2021 19:32,7/30/2021 19:32,null,1,null,2,J56,7/30/2021 19:32,GIE Demand,FALSE,0.005555556
682,KLUF,LUKE AFB,256319,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/13/2022 18:19,9/13/2022 18:28,9/13/2022 18:30,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/13/2022,9/13/2022 18:19,9/13/2022 18:19,null,1,null,3,J56,9/13/2022 18:19,GIE Demand,FALSE,0.00625
683,KLUF,LUKE AFB,226157,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/3/2022 15:30,2/3/2022 15:51,2/3/2022 16:34,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/3/2022,2/3/2022 15:30,2/3/2022 15:30,null,1,null,3,J56,2/3/2022 15:30,GIE Demand,FALSE,0.014583333
684,KLUF,LUKE AFB,168392,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/8/2020 15:06,10/8/2020 15:25,10/8/2020 15:28,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/8/2020,10/8/2020 15:06,10/8/2020 15:06,null,1,null,3,J56,10/8/2020 15:06,GIE Demand,FALSE,0.013194445
685,KLUF,LUKE AFB,202601,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/30/2021 19:32,7/30/2021 19:40,7/30/2021 23:14,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/30/2021,7/30/2021 19:32,7/30/2021 19:32,null,1,null,2,J56,7/30/2021 19:32,GIE Demand,FALSE,0.005555556
686,KLUF,LUKE AFB,171553,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/2/2020 14:20,11/2/2020 14:33,11/2/2020 14:35,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/2/2020,11/2/2020 14:20,11/2/2020 14:20,null,1,null,3,J56,11/2/2020 14:20,GIE Demand,FALSE,0.009027778
687,KLUF,LUKE AFB,137338,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/20/2020 14:26,2/20/2020 14:36,2/20/2020 14:40,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/20/2020,2/20/2020 14:26,2/20/2020 14:26,null,1,null,3,J56,2/20/2020 14:26,GIE Demand,FALSE,0.006944445
688,KLUF,LUKE AFB,145396,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/23/2020 15:04,4/23/2020 15:12,4/23/2020 15:14,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/23/2020,4/23/2020 15:04,4/23/2020 15:04,null,1,null,3,J56,4/23/2020 15:04,GIE Demand,FALSE,0.005555556
689,KLUF,LUKE AFB,151778,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/9/2020 19:18,6/9/2020 19:30,6/9/2020 19:34,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/9/2020,6/9/2020 19:18,6/9/2020 19:18,null,1,null,3,J56,6/9/2020 19:18,GIE Demand,FALSE,0.008333334
690,KLUF,LUKE AFB,133896,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/23/2020 16:38,1/23/2020 16:53,1/23/2020 16:55,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/23/2020,1/23/2020 16:38,1/23/2020 16:38,null,1,null,3,J56,1/23/2020 16:38,GIE Demand,FALSE,0.010416667
691,KLUF,LUKE AFB,163285,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/2/2020 15:51,9/2/2020 16:06,9/2/2020 16:07,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/2/2020,9/2/2020 15:51,9/2/2020 15:51,null,1,null,3,J56,9/2/2020 15:51,GIE Demand,FALSE,0.010416667
692,KLUF,LUKE AFB,172889,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/13/2020 14:27,11/13/2020 14:43,11/13/2020 14:50,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/13/2020,11/13/2020 14:27,11/13/2020 14:27,null,1,null,3,J56,11/13/2020 14:27,GIE Demand,FALSE,0.011111111
693,KLUF,LUKE AFB,116275,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/15/2019 4:23,8/15/2019 4:41,8/15/2019 4:42,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/15/2019,8/15/2019 4:23,8/15/2019 4:23,null,1,null,3,J56,8/15/2019 4:23,GIE Demand,FALSE,0.0125
694,KLUF,LUKE AFB,158370,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/30/2020 16:00,7/30/2020 16:14,7/30/2020 16:29,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/30/2020,7/30/2020 16:00,7/30/2020 16:00,null,1,null,3,J56,7/30/2020 16:00,GIE Demand,FALSE,0.009722223
695,KLUF,LUKE AFB,222168,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/29/2021 16:33,12/29/2021 16:42,12/29/2021 16:44,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/29/2021,12/29/2021 16:33,12/29/2021 16:33,null,1,null,3,J56,12/29/2021 16:33,GIE Demand,FALSE,0.00625
696,KLUF,LUKE AFB,122589,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/8/2019 16:27,10/8/2019 16:36,10/8/2019 17:20,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/8/2019,10/8/2019 16:27,10/8/2019 16:27,null,1,null,3,J56,10/8/2019 16:27,GIE Demand,FALSE,0.00625
697,KLUF,LUKE AFB,168939,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/14/2020 19:59,10/14/2020 20:07,10/14/2020 20:24,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/14/2020,10/14/2020 20:00,10/14/2020 20:00,null,1,null,3,J56,10/14/2020 19:59,GIE Demand,FALSE,0.005555556
698,KLUF,LUKE AFB,202579,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/30/2021 19:30,7/30/2021 19:40,7/30/2021 23:22,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/30/2021,7/30/2021 19:31,7/30/2021 19:31,null,1,null,2,J56,7/30/2021 19:30,GIE Demand,FALSE,0.006944445
699,KLUF,LUKE AFB,203328,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/5/2021 15:14,8/5/2021 15:27,8/5/2021 15:29,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/5/2021,8/5/2021 15:14,8/5/2021 15:14,null,1,null,3,J56,8/5/2021 15:14,GIE Demand,FALSE,0.009027778
700,KLUF,LUKE AFB,187524,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/24/2021 14:31,3/24/2021 14:47,3/24/2021 14:48,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/24/2021,3/24/2021 14:31,3/24/2021 14:31,null,1,null,3,J56,3/24/2021 14:31,GIE Demand,FALSE,0.011111111
801,KLUF,LUKE AFB,214889,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/3/2021 16:15,11/3/2021 16:32,11/3/2021 16:45,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/3/2021,11/3/2021 16:15,11/3/2021 16:15,null,1,null,3,J56,11/3/2021 16:15,GIE Demand,FALSE,0.011805556
802,KLUF,LUKE AFB,227231,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/10/2022 13:34,2/10/2022 13:55,2/10/2022 14:01,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/10/2022,2/10/2022 13:34,2/10/2022 13:34,null,1,null,3,J56,2/10/2022 13:34,GIE Demand,FALSE,0.014583333
803,KLUF,LUKE AFB,163282,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/2/2020 15:51,9/2/2020 16:06,9/2/2020 16:07,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/2/2020,9/2/2020 15:51,9/2/2020 15:51,null,1,null,3,J56,9/2/2020 15:51,GIE Demand,FALSE,0.010416667
804,KLUF,LUKE AFB,133897,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/23/2020 16:39,1/23/2020 16:53,1/23/2020 16:55,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/23/2020,1/23/2020 16:39,1/23/2020 16:39,null,1,null,3,J56,1/23/2020 16:39,GIE Demand,FALSE,0.009722223
805,KLUF,LUKE AFB,222170,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/29/2021 16:33,12/29/2021 16:42,12/29/2021 16:44,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/29/2021,12/29/2021 16:33,12/29/2021 16:33,null,1,null,3,J56,12/29/2021 16:33,GIE Demand,FALSE,0.00625
806,KLUF,LUKE AFB,169772,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/20/2020 21:38,10/20/2020 21:46,10/20/2020 21:48,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/20/2020,10/20/2020 21:38,10/20/2020 21:38,null,1,null,3,J56,10/20/2020 21:38,GIE Demand,FALSE,0.005555556
807,KLUF,LUKE AFB,228479,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/22/2022 15:44,2/22/2022 16:02,2/22/2022 16:03,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/22/2022,2/22/2022 15:44,2/22/2022 15:44,null,1,null,3,J56,2/22/2022 15:44,GIE Demand,FALSE,0.0125
808,KLUF,LUKE AFB,111759,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/10/2019 18:20,7/10/2019 18:30,7/10/2019 18:36,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/10/2019,7/10/2019 18:20,7/10/2019 18:20,null,1,null,3,J56,7/10/2019 18:20,GIE Demand,FALSE,0.006944445
